coin,datetime,price,ret_log,vol_rolling,volumen_promedio,drawdown,target_up,pred_up,prob_up,horizon,cluster
AVAX,2025-01-25,35.30074777654587,-0.0082382266901203,0.0457511157260117,471299890.0418798,-0.1976247499683791,0,0,0.3333333333333333,45,0
AVAX,2025-01-26,36.67897855568776,0.0382996523682699,0.044239512097737,477998554.0889,-0.1662979839458759,0,0,0.0,45,0
AVAX,2025-01-27,35.83005391704498,-0.0234167634372767,0.0442696129944084,475598001.7925898,-0.1855937825363401,0,0,0.0,45,0
AVAX,2025-01-28,34.16675754604066,-0.0475338663264996,0.0446276058730608,490236950.36182463,-0.2234000026767529,0,0,0.0,45,0
AVAX,2025-01-29,32.18605202288011,-0.0597199780757929,0.0450452514219502,492395561.3358408,-0.2684208362139076,0,0,0.0,45,0
AVAX,2025-01-30,32.85402842424187,0.0205411765718717,0.0452540253822869,489301313.6014473,-0.2532379359691155,0,0,0.3333333333333333,45,0
AVAX,2025-01-31,34.306853327738345,0.043270771399849,0.046025741481683,488877489.1227661,-0.2202156682094036,0,0,0.3333333333333333,45,0
AVAX,2025-02-01,34.40327525683963,0.0028066311148574,0.0448688083603813,492592756.4367694,-0.2180240271155406,0,0,0.0,45,0
AVAX,2025-02-02,32.224672305224274,-0.0654193909894036,0.0454451689465033,486507123.3249238,-0.2675430089537503,0,0,0.0,45,0
AVAX,2025-02-03,27.440534730531105,-0.1607110898802508,0.0515358501015331,494254710.6160472,-0.3762849995478009,0,1,0.6666666666666666,45,0
AVAX,2025-02-04,28.38452068081253,0.0338226601930221,0.0519009127453402,545162649.8653127,-0.3548284862841742,0,0,0.0,45,0
AVAX,2025-02-05,26.50261343632404,-0.068600601756922,0.0526685847384276,556165504.1949533,-0.3976036650251761,0,1,0.6666666666666666,45,0
AVAX,2025-02-06,25.906964325816567,-0.0227315229192142,0.0521929642969069,547739029.4327111,-0.4111425879681084,0,0,0.0,45,0
AVAX,2025-02-07,24.48427516088455,-0.0564807441274032,0.0496911849159199,539283217.6134753,-0.4434798795647484,1,1,0.6666666666666666,45,0
AVAX,2025-02-08,24.400600056663496,-0.0034233568385711,0.0492925265442497,532078099.96825504,-0.4453817892097163,1,1,0.6666666666666666,45,0
AVAX,2025-02-09,24.588690538931782,0.0076788785554144,0.049324443734669,524516471.1757352,-0.4411065498098626,1,1,0.6666666666666666,45,0
AVAX,2025-02-10,24.89327432101792,0.0123110563570057,0.0492923635648381,519693969.67285866,-0.4341834531702692,1,1,0.6666666666666666,45,0
AVAX,2025-02-11,25.58997652902764,0.0276030735827455,0.0496632766467599,523254308.5205772,-0.4183476240856287,0,0,0.0,45,0
AVAX,2025-02-12,25.370055903418475,-0.0086311558448024,0.0496619481880489,530014028.4316818,-0.4233463529532791,0,1,0.6666666666666666,45,0
AVAX,2025-02-13,26.497318535378657,0.0434739633948522,0.0504928966033625,527334354.97665817,-0.3977240165116895,0,0,0.0,45,0
AVAX,2025-02-14,25.42528985276452,-0.0412991983531603,0.0501311286735114,527545887.57797056,-0.4220909021000195,0,0,0.0,45,0
AVAX,2025-02-15,26.38165898964795,0.0369246912962741,0.0474435078280386,520888606.8056378,-0.4003529227748559,0,0,0.3333333333333333,45,0
AVAX,2025-02-16,25.489206974912715,-0.0344139267907546,0.0474686936685221,511752018.0376017,-0.4206380853724646,0,0,0.3333333333333333,45,0
AVAX,2025-02-17,24.855318096176628,-0.0251833691399027,0.0465318290856591,503948108.8238346,-0.4350461866055513,0,0,0.0,45,0
AVAX,2025-02-18,25.016136138597577,0.0064493246610695,0.0462026459731396,498875667.7662346,-0.4313908414606295,1,1,0.6666666666666666,45,0
AVAX,2025-02-19,23.49176816567649,-0.0628709932400412,0.0446730660435333,484011138.37894464,-0.4660392614078523,1,1,0.6666666666666666,45,0
AVAX,2025-02-20,23.71224943472529,0.0093416994423756,0.0447974186550353,457035627.31271577,-0.4610277892855008,0,0,0.3333333333333333,45,0
AVAX,2025-02-21,25.160681534913994,0.0592907510944626,0.0460100376992269,451046460.2601574,-0.4281053686076334,0,0,0.3333333333333333,45,0
AVAX,2025-02-22,24.56269275572274,-0.024053782338594,0.0460384271253677,460922707.46248686,-0.4416974715074614,0,0,0.0,45,0
AVAX,2025-02-23,25.79854114106304,0.0490892082488908,0.0472867194980294,458152145.8258545,-0.4136070139492951,0,0,0.3333333333333333,45,0
AVAX,2025-02-24,24.87929792434216,-0.0362818964109737,0.0475124659630474,447478275.7296408,-0.4345011324117471,0,0,0.3333333333333333,45,0
AVAX,2025-02-25,21.819616962435123,-0.1312266231725136,0.0512959859898576,444953266.9559691,-0.5040467491892556,1,1,1.0,45,0
AVAX,2025-02-26,21.960320821830884,0.0064278000822824,0.0514626599188169,465961834.6361565,-0.5008485933009519,1,0,0.3333333333333333,45,0
AVAX,2025-02-27,21.77543431430379,-0.0084547578201279,0.0511388493749098,460020738.3505835,-0.5050510073303535,0,0,0.0,45,0
AVAX,2025-02-28,22.500711276282416,0.0327644529024582,0.0511386323727742,462448706.36345696,-0.4885656827872733,0,0,0.0,45,0
AVAX,2025-03-01,22.3645872408828,-0.0060681398585826,0.0507855060461125,473629297.1952315,-0.4916597406704225,0,0,0.0,45,0
AVAX,2025-03-02,21.86694431466,-0.0225026766132611,0.0496884275586716,472009110.1071823,-0.5029710128814826,0,0,0.0,45,0
AVAX,2025-03-03,24.905622025235463,0.1301174576131685,0.0562641919210999,485895184.4346959,-0.4339027936125288,0,0,0.3333333333333333,45,0
AVAX,2025-03-04,20.968208714697624,-0.1720861421966267,0.0628247421619564,496924089.7582025,-0.523398999458335,0,0,0.3333333333333333,45,0
AVAX,2025-03-05,20.027366559776787,-0.0459077536994378,0.0568089851781003,496238275.17769015,-0.5447840552105098,0,0,0.0,45,0
AVAX,2025-03-06,21.75387932199502,0.0826924350272643,0.0587898158569994,451267704.747126,-0.5055409457433486,0,0,0.0,45,0
AVAX,2025-03-07,21.06271939892056,-0.0322874766381701,0.0578844250077739,444797305.67588,-0.521250800378699,0,0,0.0,45,0
AVAX,2025-03-08,20.09921380589672,-0.046823924458729,0.0582666301743191,450888748.5388529,-0.5431509891793176,0,0,0.0,45,0
AVAX,2025-03-09,20.46571711441328,0.0180704501819019,0.0577353565533502,448648216.2255489,-0.5348204805546879,0,1,0.6666666666666666,45,0
AVAX,2025-03-10,17.974478395195543,-0.1297982655093456,0.0619957881233936,446643941.32392657,-0.5914455782119358,1,1,1.0,45,0
AVAX,2025-03-11,16.388675680466818,-0.0923622958065322,0.0636695502632133,458225218.3937625,-0.6274903911373062,1,0,0.3333333333333333,45,0
AVAX,2025-03-12,17.515110714274186,0.0664733887097448,0.0651774229660234,471677364.6285159,-0.6018868657497768,1,0,0.3333333333333333,45,0
AVAX,2025-03-13,18.90230782558848,0.0762200440437865,0.0667736637017118,474994063.91468775,-0.5703562977266975,0,0,0.3333333333333333,45,0
AVAX,2025-03-14,18.49522601511953,-0.0217713762390848,0.0668068042502082,474371421.9519993,-0.5796091433470206,1,1,0.6666666666666666,45,0
AVAX,2025-03-15,18.572363162100228,0.0041619787011112,0.0660926268031871,468880919.52287656,-0.5778558394797161,1,1,0.6666666666666666,45,0
AVAX,2025-03-16,19.42397286319994,0.0448333935531836,0.0666376017951763,467980524.7599596,-0.558499010237044,0,0,0.3333333333333333,45,0
AVAX,2025-03-17,18.31982935160558,-0.0585239734664166,0.0666491725282614,465418939.6543799,-0.5835958561110836,1,1,0.6666666666666666,45,0
AVAX,2025-03-18,18.830818505110745,0.0275107655322737,0.0668945359067496,467433323.6431631,-0.5719812282170091,1,1,0.6666666666666666,45,0
AVAX,2025-03-19,19.017253167965247,0.0098518187337124,0.066927799694892,469209518.88496494,-0.5677436250883346,1,1,1.0,45,0
AVAX,2025-03-20,19.732076258080227,0.036898919454997,0.067398221113281,470746562.23663694,-0.5514959138701474,1,1,0.6666666666666666,45,0
AVAX,2025-03-21,18.73539411643312,-0.0518310796583062,0.0671173331460205,465805698.8892054,-0.5741501955207329,1,1,0.6666666666666666,45,0
AVAX,2025-03-22,19.153504077905303,0.0220712110606335,0.0672678169598528,462437815.8663237,-0.5646466833855068,1,1,1.0,45,0
AVAX,2025-03-23,19.39749393273905,0.0126581995429811,0.0662108469946388,455056849.9829637,-0.5591008682651972,1,1,0.6666666666666666,45,0
AVAX,2025-03-24,19.777603125117867,0.0194062631642058,0.0663380007849696,439898549.64935166,-0.5504611020425421,1,1,0.6666666666666666,45,0
AVAX,2025-03-25,21.484762623053754,0.0827938265050654,0.0675980136455633,444199015.8497449,-0.5116578863806274,0,0,0.0,45,0
AVAX,2025-03-26,22.91839722354371,0.0645959915671486,0.0685472003874546,448769888.34830153,-0.4790718083659743,0,0,0.0,45,0
AVAX,2025-03-27,22.09454276187284,-0.0366093160580052,0.0644879272413756,439530536.5676431,-0.49779776946621,0,0,0.0,45,0
AVAX,2025-03-28,22.010138479262164,-0.0038274570079632,0.0644821487533565,415005777.4946358,-0.4997162531139836,0,0,0.0,45,0
AVAX,2025-03-29,20.39390510238,-0.0762671004521544,0.0659630580063424,407954310.2326444,-0.5364527457258171,0,0,0.3333333333333333,45,0
AVAX,2025-03-30,19.67115660139404,-0.036082655771972,0.0659028102491355,402036156.32442224,-0.5528805991202966,0,0,0.3333333333333333,45,0
AVAX,2025-03-31,18.86087014326449,-0.0420640178349463,0.0662594413015147,384615022.0431721,-0.5712981636306694,0,0,0.3333333333333333,45,0
AVAX,2025-04-01,18.77241313136469,-0.0047010075713384,0.0661832548183051,384116873.7115261,-0.5733087645813753,0,0,0.3333333333333333,45,0
AVAX,2025-04-02,19.819514963874795,0.0542786510074019,0.0621674334743947,366299247.6042263,-0.5495084587072011,0,0,0.0,45,0
AVAX,2025-04-03,18.005460348573276,-0.0959919919550901,0.0565214362777307,361553232.4845401,-0.5907413678437791,0,1,0.6666666666666666,45,0
AVAX,2025-04-04,18.16700855595577,0.0089321678253449,0.0560401490440323,346781905.5018509,-0.5870694262715722,0,1,0.6666666666666666,45,0
AVAX,2025-04-05,18.186239334064684,0.0010579951459042,0.0536543244103878,339176694.55571705,-0.5866323165397581,1,1,1.0,45,0
AVAX,2025-04-06,17.89495169881103,-0.0161465824938521,0.0534619127076168,326915734.0506426,-0.5932531958097167,1,1,1.0,45,0
AVAX,2025-04-07,15.976458681568712,-0.1134023387045389,0.0565330353050643,319941040.9984054,-0.6368599580272719,1,1,0.6666666666666666,45,0
AVAX,2025-04-08,16.689508767426556,0.0436639981266217,0.0571246063103693,334829678.7942153,-0.6206525466560775,1,1,0.6666666666666666,45,0
AVAX,2025-04-09,16.10131975864899,-0.0358790632742909,0.0525410209459958,336601946.0219335,-0.634021903757836,1,1,0.6666666666666666,45,0
AVAX,2025-04-10,18.44515641455098,0.1359005698464988,0.0556876431800884,338904865.805372,-0.5807472101247978,1,1,0.6666666666666666,45,0
AVAX,2025-04-11,18.314892880992307,-0.0070872635542358,0.0544448955962855,325789900.91744345,-0.5837080605852684,1,1,1.0,45,0
AVAX,2025-04-12,19.14940451022592,0.0445570715614034,0.0532398035373674,322860978.11104643,-0.5647398653107903,0,1,0.6666666666666666,45,0
AVAX,2025-04-13,20.467869073949142,0.0665846752293807,0.0544003743997945,322184440.5890014,-0.5347715671695784,0,0,0.3333333333333333,45,0
AVAX,2025-04-14,19.521241675037203,-0.0473531049374027,0.0551822073082304,321447508.328731,-0.5562881197564163,0,0,0.3333333333333333,45,0
AVAX,2025-04-15,20.102924329782844,0.0293621041630614,0.0548360312997294,325878883.2723415,-0.5430666501010146,0,1,0.6666666666666666,45,0
AVAX,2025-04-16,19.030567328434707,-0.054818800343551,0.054701011993207,326970356.820213,-0.5674409982742153,1,0,0.3333333333333333,45,0
AVAX,2025-04-17,18.76735836646445,-0.0139273894912877,0.0545384592102744,326803283.89883685,-0.5734236578486894,1,1,1.0,45,0
AVAX,2025-04-18,19.068702814839124,0.0159292913123473,0.054588012760032,324546392.8753089,-0.5665741902781776,1,1,0.6666666666666666,45,0
AVAX,2025-04-19,19.08771913474637,0.0009967560117034,0.0541449673998302,315795933.0277425,-0.566141955115998,1,1,1.0,45,0
AVAX,2025-04-20,19.923544824545186,0.0428570383484447,0.0538451258690342,313819931.245718,-0.5471438916449244,1,1,0.6666666666666666,45,0
AVAX,2025-04-21,19.48867818363029,-0.022068498378996,0.0538822160400652,312840217.825762,-0.5570282780024941,1,1,1.0,45,0
AVAX,2025-04-22,19.840236788523388,0.0178783457058098,0.0539309784235263,320227804.14521325,-0.5490374579414731,1,1,0.6666666666666666,45,0
AVAX,2025-04-23,22.08248567647882,0.1070727543092641,0.0572495612715631,330910337.4646419,-0.4980718233465674,0,0,0.0,45,0
AVAX,2025-04-24,22.34206376992542,0.0116863784065707,0.0552996957359794,328526583.68887687,-0.4921716923082576,0,0,0.0,45,0
AVAX,2025-04-25,22.35856922703837,0.0007384887755033,0.053993033505074,326742729.9050564,-0.4917965282929874,0,0,0.0,45,0
AVAX,2025-04-26,22.21224698349822,-0.0065658554923852,0.0535834817748359,329821357.19042045,-0.4951223883424371,0,0,0.0,45,0
AVAX,2025-04-27,22.42266153714482,0.0094283205374729,0.05360397158822,331795605.9697978,-0.4903397295964755,0,0,0.3333333333333333,45,0
AVAX,2025-04-28,21.76131374420904,-0.0299383287877437,0.0519545303017567,329524390.9061153,-0.505371963589753,0,0,0.0,45,0
AVAX,2025-04-29,21.856346347625976,0.0043575356216258,0.0514501683025504,334290933.3111894,-0.50321190144573,0,0,0.3333333333333333,45,0
AVAX,2025-04-30,21.495104415759847,-0.0166661224481187,0.0508801816331668,335704840.6811848,-0.5114228205808643,0,0,0.0,45,0
AVAX,2025-05-01,20.91171839948905,-0.0275155167989056,0.0511898065705506,337519673.8994842,-0.5246830071251629,0,0,0.0,45,0
AVAX,2025-05-02,21.64039979213997,0.0342522376764162,0.0506336582024397,338756046.30928934,-0.5081203009093435,0,0,0.0,45,0
AVAX,2025-05-03,21.236230289707503,-0.0188532295208022,0.0472848600193167,332749577.5274218,-0.517306950654618,0,0,0.3333333333333333,45,0
AVAX,2025-05-04,20.558627289563443,-0.0324280266836227,0.0477817262748883,326896223.500901,-0.5327086605590184,1,1,0.6666666666666666,45,0
AVAX,2025-05-05,19.883841658205988,-0.0333732473621804,0.048268904423171,321556112.1680298,-0.5480463325286166,1,1,0.6666666666666666,45,0
AVAX,2025-05-06,19.690937645254376,-0.0097489130282068,0.0481955889119871,325123613.99923617,-0.552430982015475,1,0,0.3333333333333333,45,0
AVAX,2025-05-07,20.0592038012727,0.0185295789865058,0.0429207312798535,321186686.3123911,-0.5440604044038101,1,0,0.3333333333333333,45,0
AVAX,2025-05-08,19.53630409990136,-0.0264136075058479,0.0427962709142941,305741281.6211488,-0.5559457554248457,1,0,0.3333333333333333,45,0
AVAX,2025-05-09,22.06135529506582,0.121552965328087,0.0470226588301385,311932435.6272278,-0.4985521104831698,1,0,0.3333333333333333,45,0
AVAX,2025-05-10,23.23931758660657,0.0520181191047727,0.0414754931012844,315363480.84813994,-0.4717773862142746,1,1,0.6666666666666666,45,0
AVAX,2025-05-11,25.90584069837969,0.1086228850626515,0.0452603246828055,328962595.93363106,-0.4111681276776724,0,0,0.3333333333333333,45,0
AVAX,2025-05-12,24.757761643002613,-0.0453294112825441,0.0459701610718742,334458594.6516533,-0.437263615086194,0,0,0.3333333333333333,45,0
AVAX,2025-05-13,24.867699675142347,0.0044307179851377,0.0446465477239908,351613649.2220213,-0.4347647570850977,0,1,0.6666666666666666,45,0
AVAX,2025-05-14,25.76800719022452,0.0355639314912542,0.0437560151917904,360650547.5223769,-0.4143010413561249,0,0,0.3333333333333333,45,0
AVAX,2025-05-15,24.95094055346082,-0.0322221720453305,0.044222258570708,364665416.28274494,-0.4328727172627002,0,0,0.3333333333333333,45,0
AVAX,2025-05-16,23.38556246467796,-0.0647926757616617,0.0447390768806333,375977355.4605103,-0.4684532846583767,0,1,0.6666666666666666,45,0
AVAX,2025-05-17,23.14922616868113,-0.0101574901241058,0.0446839098655095,380967808.25248265,-0.4738251367163662,1,0,0.3333333333333333,45,0
AVAX,2025-05-18,22.19867442905758,-0.0419287764420407,0.0455256659212678,385135330.7303744,-0.4954308883728561,1,1,0.6666666666666666,45,0
AVAX,2025-05-19,22.74572053526788,0.0243444426698082,0.0456530861907829,396577977.5414136,-0.4829966969209416,1,0,0.3333333333333333,45,0
AVAX,2025-05-20,22.245376064546573,-0.0222428496710057,0.0453794785743583,403878337.53056246,-0.494369374415997,1,1,0.6666666666666666,45,0
AVAX,2025-05-21,22.623124042418908,0.0168384012046398,0.0451738981426562,411568629.89618987,-0.485783277880228,1,0,0.3333333333333333,45,0
AVAX,2025-05-22,23.26233065474814,0.0278627712928434,0.0453088466200915,418555378.5521696,-0.4712543061814954,0,0,0.3333333333333333,45,0
AVAX,2025-05-23,25.13946967996487,0.0776037660793887,0.0433013863834451,429718563.1453358,-0.4285875076129082,0,0,0.3333333333333333,45,0
AVAX,2025-05-24,23.05602009366085,-0.0865121974960952,0.0463310575702834,440656801.6690548,-0.4759436824259999,1,1,0.6666666666666666,45,0
AVAX,2025-05-25,22.91647392487165,-0.0060708734801173,0.0463493049829628,441877363.1233368,-0.4791155243592629,0,0,0.3333333333333333,45,0
AVAX,2025-05-26,23.339966182681167,0.0183111406655205,0.0464350371173783,439513443.57634526,-0.469489674266871,0,0,0.3333333333333333,45,0
AVAX,2025-05-27,23.050888503041925,-0.0124628624882026,0.0464805847833436,441391469.7939223,-0.476060321918511,0,1,0.6666666666666666,45,0
AVAX,2025-05-28,23.355690136779845,0.0131363278994355,0.0461586321453682,447818977.92498267,-0.4691322735771951,0,0,0.0,45,0
AVAX,2025-05-29,23.48141866154624,0.0053687697634911,0.0461605127058325,447396493.08981496,-0.4662745024859389,0,0,0.3333333333333333,45,0
AVAX,2025-05-30,22.34598988694685,-0.0495625315739434,0.0470116977368667,458730138.3503037,-0.4920824528636242,0,1,0.6666666666666666,45,0
AVAX,2025-05-31,20.61486740635505,-0.0806343473215525,0.0490886285348793,469228611.905943,-0.5314303398260379,0,1,0.6666666666666666,45,0
AVAX,2025-06-01,20.825461148677068,0.0101637975649332,0.0486964190339458,471556389.90986943,-0.5266436081760361,0,0,0.0,45,0
AVAX,2025-06-02,20.88223655229372,0.002722540049707,0.0485871274498336,469876401.8661749,-0.5253531205364846,0,0,0.0,45,0
AVAX,2025-06-03,21.20691071069178,0.015428233626922,0.0482894658255091,475356730.7490432,-0.517973375759618,0,0,0.0,45,0
AVAX,2025-06-04,21.12735379525149,-0.0037585161817933,0.0478626359651468,480739719.29347616,-0.5197816802273368,0,0,0.3333333333333333,45,0
AVAX,2025-06-05,20.18218830300953,-0.045768141052609,0.0486139704445585,483937691.28397286,-0.5412650041206278,1,1,0.6666666666666666,45,0
AVAX,2025-06-06,18.79917271931465,-0.0709875836681429,0.0502106133013139,492514788.0556478,-0.5727005272939386,1,0,0.3333333333333333,45,0
AVAX,2025-06-07,19.703700934855224,0.0469936182371281,0.0507735517337283,493843862.20787024,-0.5521408763284927,1,1,0.6666666666666666,45,0
AVAX,2025-06-08,20.706495593757044,0.0496409650342214,0.0463562966102368,484365079.8481404,-0.5293476590215971,0,0,0.3333333333333333,45,0
AVAX,2025-06-09,21.115839375341228,0.0195759923102769,0.0454189136252995,471731254.6243198,-0.5200433994864571,0,1,0.6666666666666666,45,0
AVAX,2025-06-10,21.938401810827937,0.0382151684095162,0.0410508119271237,463637801.2883692,-0.501346805748044,0,0,0.0,45,0
AVAX,2025-06-11,22.50971393437475,0.0257083378912135,0.0407240911014143,466054010.0481808,-0.488361055109596,0,0,0.0,45,0
AVAX,2025-06-12,21.58841457620008,-0.0417901378747753,0.0412967997378397,454094004.3266727,-0.5093019090413228,0,1,0.6666666666666666,45,0
AVAX,2025-06-13,20.37505327855098,-0.057845534561778,0.0416749292892706,449802257.7294212,-0.5368812419422178,0,0,0.3333333333333333,45,0
AVAX,2025-06-14,19.390865082817484,-0.0495091908671924,0.0421407727640973,456682759.4720544,-0.559251540005833,0,0,0.3333333333333333,45,0
AVAX,2025-06-15,18.97040241295195,-0.0219220863091394,0.0408703838230392,443599471.11546177,-0.5688085284865833,0,0,0.3333333333333333,45,0
AVAX,2025-06-16,19.11510406614086,0.007598814501663,0.0409511925719747,436758616.2073096,-0.5655195039624462,0,0,0.3333333333333333,45,0
AVAX,2025-06-17,19.19357486377244,0.0040967691695371,0.040432444201198,437988733.5740116,-0.5637358866218625,0,0,0.0,45,0
AVAX,2025-06-18,18.639396268508666,-0.0292981608121792,0.0402827622163389,435927718.24641246,-0.5763321973785535,0,0,0.0,45,0
AVAX,2025-06-19,18.153579843136125,-0.026409641905687,0.0403455616479759,433717456.8550196,-0.587374656825737,0,0,0.0,45,0
AVAX,2025-06-20,18.06960611740442,-0.0046364710301355,0.0401019179093453,431187476.5425941,-0.5892833540467299,1,0,0.3333333333333333,45,0
AVAX,2025-06-21,17.346745800298585,-0.0408263799100988,0.0399744678390156,423383511.4423258,-0.6057137489875728,1,1,1.0,45,0
AVAX,2025-06-22,16.66501799462414,-0.0400931353139356,0.036747862812409,407652972.62934095,-0.6212092144659266,1,1,0.6666666666666666,45,0
AVAX,2025-06-23,16.504194814921206,-0.0096972117419433,0.0340790818037493,397008031.4568792,-0.6248646763797039,1,1,0.6666666666666666,45,0
AVAX,2025-06-24,18.08998972586428,0.091744151658849,0.0389169716717567,402664419.4730836,-0.5888200408320055,0,0,0.0,45,0
AVAX,2025-06-25,18.217957902634573,0.0070490741018029,0.0387093459180345,404565912.7401015,-0.5859113631325382,1,1,0.6666666666666666,45,0
AVAX,2025-06-26,17.544054747416485,-0.0376926738747625,0.0390761673734556,402382004.948814,-0.6012289766881489,1,1,0.6666666666666666,45,0
AVAX,2025-06-27,17.226335888229112,-0.0182757626012959,0.0388801567974485,395559302.5652672,-0.6084506296314219,0,0,0.3333333333333333,45,0
AVAX,2025-06-28,17.569724773717734,0.0197378684312204,0.0391653465362202,390334022.6497017,-0.6006455048052822,1,1,1.0,45,0
AVAX,2025-06-29,17.98572460712256,0.0234011283434268,0.0388668397478856,374639688.198368,-0.5911899552386217,1,1,1.0,45,0
AVAX,2025-06-30,18.739766975172618,0.0410694762485289,0.0372598456505032,361079183.1568006,-0.5740508017728534,0,0,0.3333333333333333,45,0
AVAX,2025-07-01,17.974548459035702,-0.0416910593174969,0.037818132296568,357332404.74489313,-0.5914439856821792,0,1,0.6666666666666666,45,0
AVAX,2025-07-02,17.09159924189345,-0.0503697124019783,0.0386811803768101,356755219.635868,-0.6115131525835228,1,1,0.6666666666666666,45,0
